"East Asia & Pacific","EAS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2280135021892.94","2457801672730.67","2646317283354.08","3014929429511.11","3459537340729.6","3443121932783.69","4142002365027.18","4786911861728.71","5107472687787.04","5164213554542.15","5399941371309.35","5328301658339.86","5402368926772.93","5816860333337.41","6338881437435.03","6259443975292.57","6253756947575.89","7512417012451.29","7595076828596.88",
"Europe & Central Asia (excluding high income)","ECA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123316931380.865","153031225495.233","207872428446.264","265987331757.874","321104618211.883","406092495624.136","488611395502.743","337483903263.353","405614972699.289","483848130534.879","508014716414.44","532262079926.848","506591415285.614","406535017376.423","381319996488.975","442367792421.544","465987857355.907","469554082744.009","448678695820.483","552879415127.726","627282663770.73",
"Europe & Central Asia","ECS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1730731123727.61","1814917724108.08","1589079447816.1","1674768845281.54","1930356166048.66","1925472977976.35","1816425795950.26","1884174809139.29","1823983741485.08","1691915634080.01","1663031718066.36","1774650410931.02","2106828878719.38","2418951930636.34","2529155223635.68","2719097937446.35","3167543283696.79","3399364765832.11","2732696335592.64","2891468124643.5","3225070014744.6","3045110317035.35","3163196282875.28","3251140522527.69","2894305740843","2905486712564.08","3085344108075.28","3294281163888.35","3216133844899.86","3088579980318.87","3527513161666.09","3522226463226.21",
"Ecuador","ECU","Manufacturing, value added (current US$)","NV.IND.MANF.CD","407937996.006252","338551281.432696","295609578.652797","363303732.198974","482560094.905428","487026461.004347","532442231.508096","552678932.172926","547646519.835748","676144116.443658","663845220.845064","636045894.960208","693006199.451769","725985008.173518","1245048826.60552","1456813338.04172","1756438966.58302","2285178423.12891","2347160134.68216","2909640765.3973","3279384005.51688","4033560527.5745","3930658200.3149","3307014250.35105","3744687053.18582","3706978977.44263","3142974616.31208","2959307573.67852","2805893032.88424","2969678545.10738","3403073297.21575","4015899949.97499","4670557278.63932","4240948474.23712","5187218609.30465","5415443721.86093","5530716358.17909","5750796398.1991","5575676838.41921","4178144072.03602","4101641820.91046","4633641000","5016198000","5260762000","5524927000","5864209000","6386841000","7003937000","8464608000","8677243000","9321734000","10338482000","11390409000","12407628000","14002443000","14321156000","14541423000","14983046000","15000385000","15858208000","16392070000","17829883000","18809020000",
"Egypt, Arab Rep.","EGY","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","1549968834.40681","1945637878.12363","1972194637.53724","1964567619.71584","1999696937.5379","2357142857.14286","2677777777.77778","2820000000","3369458128.07882","3802095459.83702","4353902386.58353","5513558789.65553","5941066417.21235","6391987352.71013","5907439125.49688","6838599597.27385","7295648093.31539","5988700465.27085","6538681431.10763","7328931572.62905","8312574139.97628","9828959009.14185","11183962264.1509","12797345132.7434","14403187721.3695","16285756414.0372","17968912373.4038","17111320754.717","15749258426.9663","13892980769.2308","13579707792.2078","14971780366.0566","17164069565.2174","20048196147.1103","25273236363.6364","29859038112.5227","35261343012.7042","37208950086.0585","45120533333.3333","47904217054.2636","51261936872.3099","54995808625.3369","55987595092.0245","41212127717.3913","42935577377.6027","50951321753.9863","62871112913.2876","65761628425.7489","76139148328.2675",
"Euro area","EMU","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1206115727481.2","1281325985734.7","1122842015231.81","1172289746549.88","1352597495276.34","1337397685781.68","1226428852744.75","1263137096734.49","1231195493132.26","1131451579979.76","1130347640724.62","1199928422884.34","1437000239129.77","1624978097810.6","1653382730530.23","1749185746541.04","2018605073223.63","2133061084770.25","1764280018882.36","1804684859769.84","1981854071267.12","1816853024201.53","1886788065469.04","1955916383939.27","1762433588791.71","1818672638327.93","1918863096910.5","2056637615556.92","1987092499052.12","1905261171978.47","2144314810247.21","2070063842047.51",
"Eritrea","ERI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35214801.5621932","36640403.8858716","37029220.7792208","46953125","59779445.3096733","65862025.8614703","64018534.993624","63182039.3410718","65745454.5454545","67200426.1921768","66469916.446331","79190709.3805631","95158658.2048957","75001304.6661062","72485352.8455285","72005495.9349594","90042276.4227642","101983739.837398","","","","","","","","","","","","","",
"Spain","ESP","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99979983987.1898","105049257848.417","98300000000","102495823588.373","103487958865.251","97129866492.5492","99401443116.1418","108021396826.275","133445253783.529","151492375334.363","158164928597.665","168076969715.294","190133270770.589","207173556839.062","172858175107.812","162086096816.671","170261182626.461","147376823762.109","151648502071.766","155059954543.526","135094289562.5","138959509882.884","148764325085.884","156769349267.448","152173528541.173","140655739836.574","164651644046.509","162701279834.631",
"Estonia","EST","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","764623131.392604","780925998.179217","852263300.270514","842236066.303259","834036413.969336","879553118.953285","1003889535.40417","1154695299.99058","1554846431.79765","1812195031.0559","2069044894.91357","2462903023.46004","3113695592.66356","3345750695.76681","2412913309.25257","2684278591.17358","3391318019.55256","3224671815.70899","3449633873.28827","3777270483.0062","3183173621.48398","3342872859.54991","3664671050.61533","4125709456.2713","4071115706.06267","4026079092.19916","4730204286.51155","4862199354.90274",
"Ethiopia","ETH","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","321947391.459878","329041884.216928","353816280.364162","400694106.457635","384916135.265701","433048357.487923","541743913.043478","531447294.68599","554711400.966184","563123333.333333","433672801.932367","326700303.300624","348479879.205","296074144.519565","374472398.132156","445549847.269044","627107526.743831","410993265.055543","441548416.301642","462003921.139483","475460169.552583","452716190.431597","497590222.015034","542090005.22072","600582377.826067","708686391.963967","902546270.184216","1111945402.42319","1258653671.17766","1189540726.08797","1176676923.07692","1481252970.15358","1764029241.26295","2219664905.21725","2844913961.91485","4228524095.00203","5058828290.04176","4910885869.85752","5365705107.16895","5709392031.13536","5124375973.04553","5376509539.88044",
"European Union","EUU","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1329607768482.47","1406703273694.76","1227988547977.47","1291947286371.11","1499621084859.62","1491248128264.94","1373180629698.36","1415587127154.77","1378546004766.9","1273994930057.4","1270970103442.85","1352561498180.16","1620315202316.21","1841088034211.79","1887579158912.07","2010318567153.67","2334561331841.43","2487402951119.28","2047902633707.94","2112528547618.6","2332255634208.76","2136492172723.38","2211484088818.15","2301098702748.78","2073402758691.42","2137448954066.59","2257245344534.09","2422052957884.06","2346532902796.06","2252377958443.26","2537603930794.44","2474948641520.48",
"Fragile and conflict affected situations","FCS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","6821183125.90916","7339896907.21649","7487088682.30781","8351706859.20578","10678787971.3021","12983742429.0724","12263709010.7468","11962501541.8774","11357813834.3296","11791650178.0768","12130660015.3492","15263898662.9134","19365616123.3599","22582800284.2928","24343910211.9994","27594464313.4816","21924716953.3892","20374303159.0125","17694389507.6507","21683551508.2527","29833877995.6427","28266891017.344","27487114878.0208","30708722741.433","30876609471.4286","30433957102.7452","30572313923.2284","32106955849.0197","37673296860.7842","42542703130.1159","43467270026.4591","47348631635.2941","56736420345.4904","59397930360.9375","42254933470.7031","42324830300.0011","44815391322.9576","37350091480.0781","39360106210.1965","39731472956.4698","34440389637.8906","35070011324.1256","38861032470.5887","40237482058.0385","38699114329.411","38779842291.05","43610000713.1776","44508153739.2998",
"Fiji","FJI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","20652310.7920917","22919027.8302481","22919027.8302481","23024660.2918973","24866343.4042024","24275735.7151036","22987191.2168344","27169551.7597157","24669706.5357185","32719986.6180274","39787272.8024581","59582636.4339483","73003085.9767146","74633898.1981444","75645246.4036483","83611768.6913628","117859163.227294","131546024.561223","117127178.196006","116745300.849532","92862450.2357011","103889106.186609","96509555.6474048","120604749.468024","126486269.202683","95940710.0115949","133328764.044944","159365907.185343","170567531.255136","179021916.855781","205745844.886576","233309792.538205","235087935.529747","243925033.848785","263979081.164389","213406705.869523","223545091.070635","205971460.449821","226240153.514274","237427408.660661","269719658.218222","345465089.440277","364062019.28639","392474179.759704","409104949.388313","428267051.515342","353170373.779209","386568280.048635","450682442.88748","459256717.499453","484630264.50058","517481390.300381","491480618.731497","538961611.984225","559230350.213578","579775087.520057","564940145.081997","489588062.130992","498604259.566317","529039606.718794",
"France","FRA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","14013155324.6638","15317878803.2662","16573442639.5995","18502626438.918","20520829049.913","21930515007.955","23601942845.1055","24994356496.4043","26708300780.9227","28558425103.1141","29839376402.5038","33772937137.4452","40074122236.671","53131997642.8992","57971903982.5423","71052470552.2411","72995083310.5709","80205937416.4215","97982558139.5349","115803268578.477","129701955914.312","111094749547.375","102169877233.257","97905155348.9973","91614501238.4598","95784786100.1606","130642106260.063","154206046054.786","166837352714.459","165832819247.378","205699313335.743","202038135100.57","218530359355.638","199276117674.311","204844045368.62","238290182678.407","232446467495.833","213198471566.644","220458083166.555","215661995780.695","197711273080.785","193291182119.685","203967817178.04","241523104612.549","268869485733.591","269110410907.393","272133466616.47","309418308825.883","325397293683.594","286021057341.797","273171873466.674","297861720661.481","278070666619.922","291151364674.905","293605315837.249","254496738312.891","254295493531.525","263051910347.062","278307282643.916","273100284564.701","244567030848.246","262642861476.74","259409054566.149",
"Faroe Islands","FRO","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76721877.1017307","81877917.0441384","70207828.5749573","88816077.0075759","93771602.6662143","102190859.494146","109463160.922642","99768047.2109803","109403775.209378","119128515.665124","126575802.209862","125427480.631241","125673999.724399","131986975.900806","131929775.984971","132328838.12864","176909736.657679","164315592.905884","149620046.696963","183919369.03484","179092363.008183","218668816.798079","224314561.05001","261041908.816343","",
"Micronesia, Fed. Sts.","FSM","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","400000","","","","","","","","","","","","3014400","2524400","2900100","3288000","3138200","3709900","4463400","4237800","3945800","3292500","1330100","904100","948100","1050400","1149700","1249500","1336200","1296800","1152600","1170500","1325600","1851200","1936400","1979000","2011200","2020200","2057600","2101793.92703481",
"Gabon","GAB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","16322471.0333051","16281445.1933451","24796657.5037024","23428227.6361031","22695753.0568787","22069217.6854981","27237425.5911157","33329675.3398391","48005918.6965784","56500773.8880381","91921671.3909176","116342090.378477","132693143.888255","142695164.072475","151841624.353751","195002303.555266","155668398.350631","155200972.535106","151942116.395432","191323320.012147","242129908.380248","317320608.375676","278235697.286956","291524321.831368","268018105.28833","332397004.695149","333490591.908037","346440651.882563","275503053.358695","198269216.491398","224382156.064626","231256842.894831","234207937.704211","251545984.599904","220399867.402762","189240341.345904","127649227.817519","142698735.181918","173694511.225583","216145988.000685","1239033927.72572","1184352318.33076","1592004429.66207","2214679166.45665","2304555301.87848","2454905160.26373","3487783960.30864","2833367915.6343","3019854562.4854","3166289846.86627","2400113944.87282","2448011234.15903","2630936791.63175","3194934345.99901","3172821701.38646","2822387035.93966","4768828121.44185","4872704716.35163",
"United Kingdom","GBR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180019315413.77","183617434801.881","187014340477.002","164448963346.272","184820120928.527","205950079988.244","214598999118.905","232736730364.98","237504796741.043","232143695455.715","220715985157.297","204592207642.643","215722371819.531","237404944711.803","264925482441.686","267333537374.356","272137310942.924","298562343470.185","280897941738.113","218323406025.771","237014671516.182","248663428368.48","251417355743.667","265729991731.194","286558351440.857","270580128808.062","243452079045.765","240845065562.881","254104410289.902","248766630245.522","235798845915.798","271469559139.055","259333853109.543",
"Georgia","GEO","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","522921833.7467","531868978.805395","479127942.534386","357468037.638613","374399190.488237","393773968.692967","434809341.091008","520168713.443479","626408597.662771","775373412.222268","861138674.105556","1113743957.61727","1336202800.52544","1068969645.7089","1118865163.33849","1482126755.50543","1565048876.86664","1635073796.85574","1693241457.42873","1325582676.32683","1179562475.57279","1396390443.14201","1554586703.49181","1549295899.54597","1480569540.47014","1838491167.06511","2381409779.85049",
"Ghana","GHA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","200303686.514387","217112387.480629","207943210.397377","209834492.222081","243172682.575122","252978032.678958","265881943.528012","229613408.055215","351261812.111359","311801242.236025","392021276.595745","363559322.033898","344000000","316404886.561955","348575498.575499","347095435.684647","252209287.662251","145518207.282913","156547615.596393","282224396.607958","519463119.201791","639551654.775303","501496598.639456","497089936.590411","525523280.138666","574951476.528329","612235447.28591","598688332.137898","560032910.601765","495980679.022005","602932740.101138","598604069.098197","623790633.848785","672460772.148481","696511887.500214","449295988.913708","478497182.748746","556638680.225222","685076648.666893","776413557.997427","929983626.082988","1992645341.13454","2134258130.94057","2163606566.72448","1764043346.22411","2056997820.48742","2526895454.1718","2336220764.98739","7280461957.75608","6037093809.06761","5483227489.41687","6077284339.84543","6132543703.45399","6810739893.0283","6943970975.14071","7671859368.41479","8469855093.70205","7412555760.76147",
"Gibraltar","GIB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106966431.057046","108155845.769217","126129516.687705","118006295.835744","147784703.939832","150982165.875741","152614624.497329","141590046.111025","142881106.130469","131128144.099631","131659783.151589","133071882.565103","113086723.238646","106847829.125849","111703815.648378","204304305.249867","205968431.519459","178691211.680234","480264141.781986","718516957.887502","882481243.595668","843889763.95038","728748907.377805","710490205.956791","804275767.245482","904739767.71457","972874172.324097","1065746196.99852","939252396.373339","1034695595.93892","1431528912.44607","1398105852.82386","1347760599.42767","1840368865.80252","2427748651.46305",
"Gambia, The","GMB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","1316002.63184608","1389408.07880422","1224001.95776665","1344002.14970456","1536002.45680521","1654824.71358621","1748834.58009637","2202766.65086522","2834720.94709423","3429120.64328601","4133580.91704209","5494939.49030264","6472506.50476905","7254758.19613656","11766532.1991101","12410998.7600251","10045816.850958","14193269.247981","15387585.7494703","15062121.410586","11617377.0221764","13223736.0915886","12804797.3353472","13997341.4729238","17533968.4098024","63601607.9648973","63539311.4015552","65721201.6485067","59904594.0869794","64080325.8898072","64249592.1868705","64453319.3902058","63387208.6140316","58285735.5981485","52977366.3961955","45586401.616184","40597319.2354085","28816339.0008532","50615940.1267063","64765894.4804571","70050130.5417907","83296836.1156416","87323528.1527193","70041517.8166716","70232877.1384769","77374052.5046013","81336733.7948318","77188233.2593815","80059855.9953619","87503938.0581077","82932392.7603161","67258799.5766867","71094774.7860645","68684609.3062637","47358979.9369273","38132693.1419823","38912631.95045",
"Guinea-Bissau","GNB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","16727346.594982","","","","","","","","","","","","","","","","18767744.4413926","13740399.8151939","9864769.96947818","15725260.4075326","19185920.7917697","9293147.71089946","5480310.39900408","8034197.21455364","16012083.2547648","18863921.2974003","18862851.5446894","29552689.9594728","18876119.1678203","22575962.836392","","","","","","75321707.1805664","74471844.6913978","79574418.871371","109493263.370827","99712217.2511404","96393599.6058688","122041735.214102","120807431.725827","132648410.397657","130616795.129475","112188240.2299","133561002.441029","141756726.428176","137067291.273313","","","","",
"Equatorial Guinea","GNQ","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","719541257.331129","1897283517.23925","4022562930.80944","2710707616.88766","3428722055.86648","4798672880.05362","3826112522.49695","4233005855.91351","4380435224.21467","2352906758.69021","2080034290.37525","3141807963.64611","3348924044.56807","2369858167.47662","2029847826.11715","2791095370.70714","2698579272.66077",
"Greece","GRC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15034683041.6238","14704469139.2978","13000451765.8804","12982709558.3996","13598213988.268","12383868175.4212","13548015006.887","15202799141.3887","18526587186.4584","21075083681.9352","21283785655.7323","23137185708.127","26991588280.4797","30265644321.0672","25310309030.7433","23334787508.6673","22557886241.3134","18861272003.6613","18190814425.9551","17973746772.2514","16230758960.9082","15644678588.2721","16203452041.3708","17329828382.5291","16034984571.3173","16473948162.5943","18582627930.0036","19291377178.6966",
"Grenada","GRD","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","1437241.11111111","1713342.59259259","1894888.88888889","2719411.48148148","2666460.37037037","4444100.74074074","3963759.62962963","5064383.7037037","6456238.14814815","6789072.96296296","8188492.22222222","9644644.07407407","10904121.4814815","11849674.8148148","12908703.7037037","14739296.2962963","12904925.9259259","14243814.8148148","15692407.4074074","16929185.1851852","17836925.9259259","20435296.2962963","22897518.5185185","23582111.1111111","23459777.7777778","23590740.7407407","22981740.7407407","20138703.7037037","20141962.962963","23640481.4814815","27268518.5185185","27370000","25570518.5185185","26622222.2222222","26300000","25970370.3703704","28485185.1851852","31181481.4814815","34088888.8888889","35600000","34677777.7777778","36355555.5555556","40918518.5185185","32648148.1481481","37207407.4074074","39870370.3703704",
"Greenland","GRL","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101052369.52652","144749089.893436","153779196.286087","140445793.19839","131142401.439217","152428414.531666","119738102.048176","108728990.989629","142529542.70293","135399794.955526","136103557.407874","124027462.672384","101458004.267351","123832018.657991","72316709.3246907","156684508.915846","99559180.7358983","104095015.36204","94049720.8569929","",
"Guatemala","GTM","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","187449200","204923800","223097200","253430900","276442500","300570100","317937100.026495","330771700","409527700.034127","495384300.247692","552146100.552146","679891400.679891","876461500.876462","984278300.984278","1128498001.1285","1311637601.31164","1379445901.37945","1372703601.3727","1434748701.43475","1501607400.62567","1539703043.47826","1150886255.70776","1110922440","1209623473.28244","1276856178.97727","1151430375.0202","1398104886.17744","1528801906.1507","1652671057.09704","1862589607.01106","2068452655.49169","2189604495.00919","2445448224.6813","2631456383.71075","2454123366.68788","2540524736.97617","3679166670.113","3845148036.87178","4048242806.23103","4525352942.256","5089284209.02563","5661758560.11247","6240525471.15459","7226044439.42781","7036775647.28904","7703480911.02533","8886237147.17964","9634476257.81934","7640191928.9483","8143644052.81786","8908980034.13538","9373374702.82786","10132157810.9235","10232443398.1058","10658492635.0455","10966781206.0894","12025009579.5121","13399212111.7769",
"Guam","GUM","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Manufacturing, value added (current US$)","NV.IND.MANF.CD","15866626.993488","18374954.0549586","20766614.741477","23158275.4279954","21583279.3661418","25117647.0588235","25000000","27352941.1764706","24499999.98775","26249999.986875","28499999.98575","30650000","30428571.4285714","30619047.6190476","54681818.1818182","67333333.3333333","53960000","49160000","55000000","58400000","64800000","71785714.2857143","59666666.6865556","52666666.6842222","48157894.7368421","52790697.6744186","63023255.8139535","42653061.2244898","46000000","44522062.5","18050632.9113924","13005366.726297","14068745.0039968","15184331.797235","16601590.7447578","20042253.5211268","21923076.9230769","23152927.2968589","21199981.3976973","20680007.6405353","18823658.3895193","19213025.78019","20732698.7124013","19981603.5830031","20730431.2746618","25335834.8968105","161581531.058254","183615577.227201","209066950.401048","207702868.350086","197190245.659122","222162314.507334","244423602.332505","264486576.622997","249567488.364771","254184019.37046","222644067.79661","227404358.353511","223506378.881489","261232613.908873","232201438.848921","252100719.42446","",
"High income","HIC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4618319511151.06","4543600295568.04","4707100951762.38","4783594121583.2","4458600290471.07","4528948356232.77","5019933952788.21","5552357159350.92","5767331360736.29","6013968412582.82","6524476270688.01","6712706180528.08","5914437090940.07","6470381619209.1","6932709007960.06","6845525877607.66","6804359913256.58","6960314610063.68","6686627588919.87","6796920355139.09","7101466925691.09","7535477952392.02","7411698361710.6","7131714445353.54","7946613387396.02","",
"Hong Kong SAR, China","HKG","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7880591267.88885","6869690655.55377","5869148492.84623","5011333354.73721","5067796610.16949","5097634150.52289","5108889222.64896","4148605488.31943","4046060657.94825","3704195826.7488","3914190711.14448","3928314491.26413","3945120706.51181","3888086642.59928","3596169760.01892","3446447576.35373","3458275628.84473","3502925627.4701","3517382152.19749","3747615148.19581","3290491414.42789","3367339062.4196","",
"Honduras","HND","Manufacturing, value added (current US$)","NV.IND.MANF.CD","38049999.980975","40049999.979975","44099999.97795","47549999.976225","53199999.9734","57499999.97125","62949999.968525","68099999.96595","75499999.96225","82349999.958825","90499999.95475","97999999.9550832","110499491.067867","130499949.867502","146999999.969536","159500000","181500000","221500000","520694772.15","643609129.2","659990018.6","627988061.2","729136981.9","790730546","943611475.1","996801817.75","1061267907.25","1230353774.8","1104673682.91845","1092736531","1060479514.76167","905685970.620874","957509030.720821","911164822.516536","949057820.378651","1061843013.55579","1055207407.09459","1104236501.90114","1240013899.55687","1342965365.85366","1475820593.80922","1502575625.1686","1563181165.32409","1627478090.32228","1699114072.2883","1862025478.33271","2071059461.72421","2219025038.23743","2471672520.14701","2425994040.78306","2619282247.77852","3045174636.58401","3276986070.76824","3199391104.0681","3408908384.05549","3680508357.75974","3723868251.21421","3962467210.66169","4065694878.45105","4102472217.91355","3819321305.95072","4663663548.80489","5079283728.07568",
"Heavily indebted poor countries (HIPC)","HPC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19336511677.7594","18584674360.7663","15029996629.3743","15520000100.1386","12234991853.5936","14546729936.9576","15413073542.932","16292912865.2218","17621193474.7547","18018144367.8277","19442458363.5886","19435724103.1313","20942065414.5696","23124955046.9223","26183721265.141","28675465053.4377","33074210182.4513","38634011437.2545","43912350619.201","47748284836.2797","48669433279.1105","55308342564.421","57855492342.2768","67302329141.9675","70909515953.5148","68733741702.4904","70547490120.95","74822427656.3461","81495201554.306","85275486138.7751","86292809686.5287","96031973466.083","99769826794.2893",
"Croatia","HRV","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4181756133.90318","3975460679.03504","4064633926.83698","4137966259.29403","3795231649.14702","3691145071.56571","3772908888.65164","4072639216.71264","5231006999.74298","6281146699.3079","6430850384.38589","6828042302.13696","8207500082.23434","9213337062.07281","8194744487.45367","7590535684.80296","8488814456.80388","7731511464.37029","7484399018.85577","7538915512.72227","6471711094.19941","6743255269.67285","7125202966.75752","7542773207.14507","7297895104.19728","6952023896.47047","7849437964.6714","7871776965.07935",
"Haiti","HTI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","355950800","395418600","424681800","397772618.094475","257035244.9332","247724827.679415","292024167.749957","539983560.356975","411635098.144119","359863489.246996","358281188.809432","417972588.991314","887740248.333877","875085050.190802","850325066.967987","757433900.948273","964377295.949657","1118905960.00791","1257443927.88618","1437798340.08529","1775510731.80815","1955589806.84794","1716825832.88145","1906309193.62995","2210782613.72965","2349636855.89516","2517596648.09859","2519764509.86685","2302695456.30543","2472989611.29131","2737909501.5872","2515145418.99674","2558927192.11172","4042919036.8485","4684387918.15965",
"Hungary","HUN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8444351466.43207","8430770406.60347","9333994209.15737","9731430881.28978","9489734516.38409","9022051592.51656","10306407783.9347","12546636144.0345","15844660583.7246","19735981421.7309","21527563789.4104","22785697989.4482","26713458073.7097","28917091451.3693","22452454182.2824","23895370952.9401","26170938300.465","23795228135.1226","25392141084.9594","27414481122.9498","25304316540.3238","25214890417.609","27372338151.3422","29710001418.6409","28593628294.2269","27226031667.0094","30788141925.2328","30718362837.3014",
"IBRD only","IBD","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1699132261488.89","1998348444107.16","2384480571355.88","2932608554213.2","3537831390297.01","3417086970934.55","4098523446853.68","4869750038391.58","5175097508203.77","5408564581205.84","5679432721215.84","5557424866340.67","5495650818464.83","6047568874491.67","6534514175898.24","6473888166079.77","6344474586504.78","7850059691202.33","8174913987150.57",
"IDA & IBRD total","IBT","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1775351251004.38","2085938314775.11","2486702930379.45","3050244100865.9","3676683913476.31","3555968102284.77","4250167170366.24","5050967607270.26","5372483292130.69","5632523437671.95","5924218801945.89","5797648830446.68","5749466476815.59","6310368499520.79","6829603733883.54","6796325551567.48","6663752768388.8","8219716606261.9","8573081428749.96",
"IDA total","IDA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","64474042907.7983","58862824029.9974","47136093954.0956","38900257788.6884","42415252804.0931","39344073225.0962","39601915878.9913","42942922978.0185","41710775393.9622","46944193470.6808","47948652260.5142","44381020933.5006","40709855514.3308","40503465387.4435","46049850632.996","49841556133.6423","52299902835.2692","52565973362.8151","52573130150.9853","53880803311.2046","54793599435.1627","58613185909.8401","65709525965.3398","76601119276.0238","87936533790.5442","102522833661.808","117624169398.51","138716077552.576","138904867259.868","150879443940.084","180328257039.257","196589002828.399","223691587772.712","244811251067.871","240229687217.628","253913323098.863","262797610349.541","295161204299.367","322724536871.315","319776973765.792","367790670403.774","397738594656.566",
"IDA blend","IDB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","44034602182.4986","39845649954.113","30228078712.5823","22540946573.4133","25031572181.3638","21890397614.4914","21039397780.2187","22586963201.829","20623917224.4258","22710697486.7609","23994139128.5695","22919750599.5774","20203834947.5669","21297760642.211","24382914041.8526","26690287592.7914","27168517043.289","25662439224.7948","25450316728.7603","24390231475.2647","25136511430.7784","26426878830.6128","30398480307.2893","36505929281.5043","43248254855.299","51578376661.7807","58193616829.0337","68943171541.7127","60940063269.4606","64092031212.2039","78958623639.2219","89694245324.6747","102939817810.332","115615736378.422","108191068577.08","98368544233.7705","96299334410.9673","110632471221.04","124053646527.814","119110107661.655","139470674916.922","151112798321.418",
