Class or Package Name, Initialization Kind, Reasons
com.oracle.svm.core.jdk.localization.substitutions.Target_sun_util_resources_OpenListResourceBundle_SubstituteLoadLookup, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.localization.substitutions.Target_sun_util_resources_ParallelListResourceBundle_SubstituteLoadLookup, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_com_sun_management_internal_OperatingSystemImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_java_lang_management_ManagementFactory, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_javax_management_remote_JMXConnectorFactory, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_jdk_internal_agent_Agent, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_jdk_internal_vm_VMSupport, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_jdk_management_jfr_FlightRecorderMXBeanImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_sun_management_BaseOperatingSystemImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.management.Target_sun_management_ManagementFactoryHelper, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.proxy.Target_java_lang_reflect_Proxy, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.proxy.Target_jdk_internal_loader_ClassLoaderValue, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.resources.Target_jdk_nio_zipfs_ZipUtils, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_java_lang_ClassLoader_JDK17OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_java_lang_Module_JDK17OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_java_lang_foreign_MemorySegment_JDK19OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_java_nio_DirectByteBufferR_JDK19OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_java_nio_DirectByteBuffer_JDK19OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_jdk_internal_loader_BootLoader_JDK17OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_jdk_internal_loader_NativeLibraries_JDK17OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_jdk_internal_loader_NativeLibraries_NativeLibraryContext_JDK19OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_jdk_internal_loader_NativeLibraries_NativeLibraryImpl_JDK17OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_jdk_internal_loader_NativeLibrary_JDK19OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_sun_nio_ch_UnixDomainSockets, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk17.Target_sun_nio_ch_Util_JDK17OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.JfrBuffer, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.jfr.JfrBufferNode, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.jfr.JfrNativeEventWriterData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.jfr.JfrStackTraceRepository$JfrStackTraceTableEntry, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.jfr.JfrSymbolRepository$JfrSymbol, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_EventWriter, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_JVM, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_Repository, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_SecuritySupport, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_StringPool, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_event_EventConfiguration, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_instrument_JDKEvents, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_jfc_JFC, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.Target_jdk_jfr_internal_jfc_JFCParser, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.events.EndChunkNativePeriodicEvents, BUILD_TIME, from feature com.oracle.svm.hosted.jfr.JfrEventFeature.duringSetup with 'com.oracle.svm.core.jfr.events.EndChunkNativePeriodicEvents'
com.oracle.svm.core.jfr.events.EveryChunkNativePeriodicEvents, BUILD_TIME, from feature com.oracle.svm.hosted.jfr.JfrEventFeature.duringSetup with 'com.oracle.svm.core.jfr.events.EveryChunkNativePeriodicEvents'
com.oracle.svm.core.jfr.logging.Target_jdk_jfr_internal_LogTag, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jfr.utils.JfrVisited, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.jni.functions.JNIFunctions$Target_java_nio_Buffer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jni.headers.JNIArrayReleaseModes, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIEnvironment, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIEnvironmentPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIErrors, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIFieldId, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIHeaderDirectives, BUILD_TIME, super type of com.oracle.svm.core.jni.headers.JNIHeaderDirectivesJDK20OrLater and super type of com.oracle.svm.core.jni.headers.JNIHeaderDirectivesJDK19OrLater and CContext.Directives must be eagerly initialized
com.oracle.svm.core.jni.headers.JNIHeaderDirectivesJDK19OrLater, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.core.jni.headers.JNIHeaderDirectivesJDK20OrLater, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.core.jni.headers.JNIInvokeInterface, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIJavaVM, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIJavaVMAttachArgs, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIJavaVMInitArgs, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIJavaVMOption, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIJavaVMPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIMethodId, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNINativeInterface, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNINativeInterfaceJDK19OrLater, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNINativeMethod, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIObjectRefType, BUILD_TIME, classes annotated with CEnum are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIValue, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIVersion, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIVersionJDK19OrLater, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jni.headers.JNIVersionJDK20OrLater, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.jvmstat.Target_jdk_internal_perf_Perf, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jvmstat.Target_jdk_internal_perf_PerfCounter, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_BoundMethodHandle, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_BoundMethodHandle_Specializer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_BoundMethodHandle_SpeciesData, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_BoundMethodHandle_Species_L, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_ClassSpecializer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_ClassSpecializer_Factory, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_ClassSpecializer_SpeciesData, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_InvokerBytecodeGenerator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_Invokers, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_LambdaForm, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_LambdaForm_NamedFunction, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandle, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandleImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandleImpl_ArrayAccessor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandleImpl_IntrinsicMethodHandle, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandleNatives, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandleNatives_CallSiteContext, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandleNatives_Constants, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandleStatics, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodHandles_Lookup, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodType, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodTypeForm, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_MethodType_ConcurrentWeakInternSet, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_SimpleMethodHandle, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_VarHandle, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.methodhandles.Target_java_lang_invoke_VarHandle_AccessDescriptor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.monitor.Target_jdk_internal_misc_Blocker, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.option.Target_org_graalvm_compiler_options_OptionKey, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.os.BufferedFileOperationSupport$BufferedFile, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.posix.PosixStat, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.PosixUtils$Target_java_io_FileDescriptor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.PosixUtils$Target_java_lang_ProcessImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.Target_java_io_UnixFileSystem_JNI, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.Target_java_lang_System_Posix, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.Target_jdk_internal_misc_Signal, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.Target_jdk_internal_misc_VM, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.darwin.Target_java_lang_System_Darwin, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.headers.CSunMiscSignal, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Dirent, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Dirent$dirent, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Dlfcn, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Dlfcn$Dl_info, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Errno, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Fcntl, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Limits, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Locale, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Mman, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.PosixDirectives, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.core.posix.headers.Pthread, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Pthread$pthread_attr_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Pthread$pthread_cond_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Pthread$pthread_condattr_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Pthread$pthread_key_tPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.core.posix.headers.Pthread$pthread_mutex_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Pthread$pthread_tPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.core.posix.headers.Pwd, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Pwd$passwd, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Pwd$passwdPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.core.posix.headers.Resource, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Resource$rlimit, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Sched, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Semaphore, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Semaphore$sem_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$AArch64DarwinMContext64, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$DarwinSignalEnum, BUILD_TIME, classes annotated with CEnum are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$GregsPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$SignalEnum, BUILD_TIME, classes annotated with CEnum are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$sigaction, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$siginfo_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$sigset_tPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.core.posix.headers.Signal$ucontext_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Stdlib, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Sysctl, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Time, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Time$TimerTypeEnum, BUILD_TIME, classes annotated with CEnum are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Time$itimerval, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Time$timespec, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Time$timeval, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Times, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Times$tms, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Unistd, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Utsname, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.Utsname$utsname, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.Wait, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinDyld, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinPthread, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinStat, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinStat$stat, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinSysctl, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinSyslimits, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinThreadInfo, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinThreadInfo$thread_basic_info_data_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinThreadInfo$time_value_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinTime, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinTime$MachTimebaseInfo, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinVirtualMemory, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.DarwinVirtualMemory$vm_region_basic_info_data_64_t, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.Foundation, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.posix.headers.darwin.Foundation$NSOperatingSystemVersion, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.core.posix.jvmstat.Target_jdk_internal_vm_VMSupport, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.posix.thread.Target_java_lang_Thread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.Target_java_lang_reflect_RecordComponent, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.Target_jdk_internal_reflect_ConstantPool, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.Target_jdk_internal_reflect_ConstantPool_Tag, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_AccessibleObject, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Constructor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Executable, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Executable_ParameterData, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Field, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Method, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Parameter, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_ReflectAccess, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_misc_Unsafe_Reflection, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_AccessorGenerator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_ConstructorAccessor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_FieldAccessor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_MethodAccessor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_MethodAccessorGenerator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_SerializationConstructorAccessorImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_sun_reflect_annotation_AnnotationInvocationHandler, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_sun_reflect_annotation_AnnotationParser, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_sun_reflect_annotation_AnnotationTypeMismatchExceptionProxy, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.riscv64.RISCV64LibCHelper$CPUFeatures, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.riscv64.RISCV64LibCHelperDirectives, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.core.sampler.SamplerBuffer, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.sampler.SamplerSampleWriterData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.stack.JavaFrameAnchor, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.stack.JavaStackWalk, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.thread.NativeVMOperationData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.thread.PlatformThreads$ThreadStartData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.thread.Target_java_lang_BaseVirtualThread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_ThreadGroup, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_ThreadLocal, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_ThreadLocal_ThreadLocalMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread_Builder, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread_Constants, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread_FieldHolder, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_util_concurrent_ForkJoinWorkerThread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_util_concurrent_ThreadPoolExecutor_Worker, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_event_ThreadSleepEvent, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_misc_PreviewFeatures, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_misc_Unsafe_JavaThreads, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_ContinuationScope, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_Continuation__WithoutLoom, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_ThreadContainer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_ThreadContainers, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_sun_nio_ch_Interruptible, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.util.Target_com_oracle_svm_core_util_Counter, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.util.coder.ByteStream, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.EnterpriseAddressRangeCommittedMemoryProvider$FreeListNode, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.LibJITDebug, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.core.LibJITDebug$a, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.core.LibJITDebug$jit_code_entry, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.core.SubstrateDebugInfoInstaller$Handle, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.auximage.AuxiliaryImageHeader, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.jdk.Target_java_util_ArrayList, BUILD_TIME, substitutions are always initialized
